Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
233766	37009	00:00.0	2016	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
233767	37009	00:00.0	2017	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
233768	37009	00:00.0	2017	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
237077	37012	30:00.0	2024	18-237-38670	DI	1999	26	6	120.34	6	AC	1999	1	25
239282	37012	00:00.0	2022	18-237-38670	DI	1999	26	6	120.34	6	AC	1999	1	23
235672	37031	00:00.0	2018	16-32-23483673	DI	1977	48	8	2094.33	8	PVC	1977	1	41
233008	37041	00:00.0	2015	18-148-39519	PVC	1980	45	8	188.78	8	PVC	1980	1	35
233272	37048	00:00.0	2017	18-249-39528	DI	1979	46	8	215.07	8	PVC	1979	1	38
237832	37048	00:00.0	2021	18-249-39528	DI	1979	46	8	215.07	8	PVC	1979	1	42
240189	37062	00:00.0	2023	18-334-67623254	PVC	1981	44	8	284.3	8	PVC	1981	1	42
235289	37072	00:00.0	2014	18-25-39991	PVC	1987	38	8	246.43	8	PVC	1987	1	27
237822	37077	00:00.0	2021	16-162-86519488	PVC	1987	38	8	1214.49	8	PVC	1987	1	34
238747	37091	00:00.0	2022	15-170-38694	CI	1952	73	8	2378.08	8	CI	1952	1	70
240327	37091	00:00.0	2024	15-170-38694	CI	1952	73	8	2378.08	8	CI	1952	1	72
240362	37091	30:00.0	2024	15-170-38694	CI	1952	73	8	2378.08	8	CI	1952	1	72
234646	37098	00:00.0	2017	18-36-38701	PVC	1985	40	8	354.78	8	PVC	1985	1	32
236513	37103	00:00.0	2014	18-20-39109	AC	1965	60	6	629.34	6	AC	1965	1	49
236514	37103	00:00.0	2014	18-20-39109	AC	1965	60	6	629.34	6	AC	1965	1	49
235994	37106	00:00.0	2015	15-148-39112	CI	1957	68	6	1530.25	6	CI	1957	1	58
240418	37106	00:00.0	2024	15-148-39112	CI	1957	68	6	1530.25	6	CI	1957	1	67
232757	37116	00:00.0	2019	16-103-39123	PVC	1985	40	6	216.67	6	PVC	1985	1	34
238879	37123	00:00.0	2022	18-150-39132	GA	1956	69	2	610.47	2	GA	1956	1	66
236639	37144	00:00.0	2019	15-23-39567	DI	2000	25	8	449.21	8	DI	2000	1	19
237402	37147	00:00.0	2020	18-20-40000	PVC	1983	42	8	136.4	8	PVC	1983	1	37
239614	37156	00:00.0	2023	18-203-40011	CI	1971	54	6	641.85	6	CI	1971	1	52
239971	37156	00:00.0	2023	18-203-40011	CI	1971	54	6	641.85	6	CI	1971	1	52
235257	37175	00:00.0	2015	15-193-38715	AC	1972	53	6	1028.67	6	AC	1972	1	43
235258	37175	00:00.0	2014	15-193-38715	AC	1972	53	6	1028.67	6	AC	1972	1	42
233892	37186	00:00.0	2018	18-271-39134	AC	NULL	NULL	6	577.91	6	AC	1999	0	NULL
237752	37188	00:00.0	2020	15-233-1967-1	GA	1967	58	2	103.81	2	GA	1967	1	53
237064	37208	00:00.0	2024	18-325-39568	AC	1956	69	6	1044.15	6	AC	1956	1	68
239571	37217	30:00.0	2023	16-12-39313	CI	1972	53	8	528.55	8	CI	1972	1	51
239312	37217	30:00.0	2022	16-12-39313	CI	1972	53	8	528.55	8	CI	1972	1	50
235542	37221	00:00.0	2019	15-148-39318	AC	1950	75	6	960.6	6	AC	1950	1	69
237593	37225	30:00.0	2020	18-275-39753	PVC	1985	40	8	727.87	8	PVC	1985	1	35
238553	37225	30:00.0	2021	18-275-39753	PVC	1985	40	8	727.87	8	PVC	1985	1	36
240233	37239	00:00.0	2023	18-201-39770	DI	1999	26	12	1659.41	12	DI	1999	1	24
236750	37239	00:00.0	2019	18-201-39770	DI	1999	26	12	1659.41	12	DI	1999	1	20
239031	37246	00:00.0	2022	16-199-1974	CI	1974	51	8	606.11	8	CI	1974	1	48
238778	37256	00:00.0	2022	18-302-40200	PVC	NULL	NULL	1	145.23	1	PVC	1969	0	NULL
240155	37265	00:00.0	2023	15-195-40212	AC	1970	55	6	797.19	6	AC	1970	1	53
236342	37265	00:00.0	2016	15-195-40212	AC	1970	55	6	797.19	6	AC	1970	1	46
236343	37265	00:00.0	2016	15-195-40212	AC	1970	55	6	797.19	6	AC	1970	1	46
240153	37282	30:00.0	2023	18-149-38912	CI	1956	69	6	357.83	6	CI	1956	1	67
240050	37284	30:00.0	2023	18-192-38387981	CI	1963	62	6	3.36	6	CI	1963	1	60
239187	37286	00:00.0	2022	16-30-38916	CI	1972	53	6	22.31	6	CI	1972	1	50
239940	37299	00:00.0	2023	15-132-39338	AC	1966	59	6	464.6	6	AC	1966	1	57
240421	37299	40:00.0	2024	15-132-39338	AC	1966	59	6	464.6	6	AC	1966	1	58
238803	37300	30:00.0	2022	16-69-39339	PVC	NULL	NULL	1.5	106.28	1.5	PVC	1974	0	NULL
237642	37316	30:00.0	2020	15-169-39786	AC	1954	71	6	1015.11	6	AC	1954	1	66
240036	37342	00:00.0	2023	18-324-40229	DI	1993	32	8	515.07	8	CI	1993	1	30
239921	37364	00:00.0	2023	18-41-51278181	GA	1942	83	2	230.4	2	GA	1942	1	81
237747	37364	00:00.0	2020	18-41-51278181	GA	1942	83	2	230.4	2	GA	1942	1	78
233975	37365	00:00.0	2016	18-311-38933	DI	1974	51	12	704.21	12	DI	1974	1	42
238748	37372	30:00.0	2022	15-194-38941	AC	1967	58	6	157.63	6	AC	1967	1	55
238834	37389	00:00.0	2022	15-185-57971546	AC	1954	71	6	658.1	6	AC	1954	1	68
238843	37389	00:00.0	2022	15-185-57971546	AC	1954	71	6	658.1	6	AC	1954	1	68
236215	37400	00:00.0	2016	15-130-39803	AC	NULL	NULL	6	1445.17	6	AC	1967	0	NULL
232826	37411	00:00.0	2017	16-70-39817	DI	1976	49	8	183.67	8	PVC	1976	1	41
239018	37413	30:00.0	2022	16-59-39819	PVC	1986	39	8	248.08	8	PVC	1986	1	36
236863	37422	45:00.0	2019	18-160-40246	AC	1962	63	6	75.29	6	AC	1962	1	57
237369	37430	00:00.0	2020	18-148-40254	DI	1989	36	8	477.38	8	DI	1989	1	31
239674	37444	00:00.0	2023	18-355-23041309	AC	1974	51	6	258.31	6	AC	1974	1	49
237720	37445	30:00.0	2020	18-359-38947	PVC	NULL	NULL	1	139.77	1	PVC	1969	0	NULL
234273	37450	00:00.0	2015	18-321-38952	AC	1965	60	6	657.38	6	AC	1965	1	50
234274	37450	00:00.0	2016	18-321-38952	AC	1965	60	6	657.38	6	AC	1965	1	51
234830	37460	00:00.0	2015	16-60-38966	COP	NULL	NULL	1.5	58.07	1.5	COP	1989	0	NULL
238725	37465	00:00.0	2022	18-206-39377	AC	1966	59	6	229.21	6	AC	1966	1	56
236642	37477	00:00.0	2018	15-95-39395	AC	1964	61	6	421.31	6	AC	1964	1	54
233028	37500	00:00.0	2017	18-113-39843	GA	1955	70	2	394.66	2	GA	1955	1	62
233029	37500	00:00.0	2016	18-113-39843	GA	1955	70	2	394.66	2	GA	1955	1	61
233030	37500	00:00.0	2019	18-113-39843	GA	1955	70	2	394.66	2	GA	1955	1	64
237538	37500	30:00.0	2020	18-113-39843	GA	1955	70	2	394.66	2	GA	1955	1	65
