Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
150	5839	00:00.0	2021	105982	PVC200	1985	40	8	1617.23	8	PVC200	1900	1	36
86	5839	00:00.0	2022	105982	PVC200	1985	40	8	1617.23	8	PVC200	1900	1	37
273	5840	00:00.0	2015	NULL	PVC200	1985	40	8	660.92	8	PVC200	1900	1	30
286	5842	00:00.0	2015	NULL	PVC200	1985	40	8	501.4	8	PVC200	1900	1	30
130	5843	00:00.0	2022	105986	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	37
39	5843	00:00.0	2020	105986	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	35
428	5843	00:00.0	2018	NULL	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	33
366	5843	00:00.0	2017	NULL	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	32
433	5843	00:00.0	2018	NULL	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	33
454	5843	00:00.0	2018	NULL	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	33
478	5843	00:00.0	2019	NULL	PVC200	1985	40	8	1039.11	8	PVC200	1900	1	34
16	5850	00:00.0	2020	105993	PVC200	1979	46	6	229.32	6	PVC200	1905	1	41
263	5857	00:00.0	2015	NULL	PVC	1979	46	6	457.58	6	PVC	1905	1	36
116	5858	00:00.0	2022	106002	PVC900	1983	42	10	2333.18	10	PVC900	1905	1	39
411	5898	00:00.0	2018	NULL	PVC	1982	43	6	1861.67	6	PVC	1900	1	36
392	5903	00:00.0	2017	NULL	CI	1962	63	2	226.35	2	Cast Iron	1905	0	55
369	5916	00:00.0	2017	NULL	CI	1968	57	6	1627.92	6	Cast Iron	1905	1	49
9	5952	00:00.0	2020	106084	PVC160	1988	37	8	239.48	8	PVC160	1905	1	32
424	5956	00:00.0	2018	NULL	PVC	1987	38	6	1856.02	6	PVC	1905	1	31
174	5960	00:00.0	2013	NULL	PVC900	2000	25	8	3568.59	8	PVC900	1905	1	13
238	5973	00:00.0	2014	NULL	DI	1995	30	24	11868.49	24	Ductile Iron	1900	1	19
