ID	Diameter	Material	InstallYear	OrgMaterial	OrgDiameter	Status	INSTALL_DATE	BreakYear	BreakDate	Failure_ID	BreakAge
401	6	CI	1958	CI	6	1	1958	NULL	NULL	NULL	NULL
402	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
403	6	CS	1958	CS	6	1	1958	NULL	NULL	NULL	NULL
404	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
405	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
406	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
407	8	DI	1979	DI	8	1	1979	2018	2018-05-30 00:00:00.000	233811	39
408	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
409	6	CI	1953	CI	6	1	1953	NULL	NULL	NULL	NULL
411	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
412	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
413	12	CI	1975	CI	12	1	1975	NULL	NULL	NULL	NULL
414	8	DI	1976	PVC	8	1	1976	NULL	NULL	NULL	NULL
415	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
416	2	GA	1949	GA	2	1	1949	NULL	NULL	NULL	NULL
417	8	DI	1976	PVC	8	1	1976	NULL	NULL	NULL	NULL
418	8	CI	1968	CI	8	1	1968	NULL	NULL	NULL	NULL
419	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
420	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
421	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
422	6	DI	1999	DI	6	1	1999	NULL	NULL	NULL	NULL
423	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
424	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
426	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
427	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
428	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
429	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
430	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
432	12	CI	1943	CI	12	1	1943	NULL	NULL	NULL	NULL
433	12	CI	1943	CI	12	1	1943	NULL	NULL	NULL	NULL
434	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
435	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
436	12	DI	1983	DI	12	1	1983	NULL	NULL	NULL	NULL
437	6	DI	1991	DI	6	1	1991	NULL	NULL	NULL	NULL
438	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
440	8	CI	1948	CI	8	1	1948	NULL	NULL	NULL	NULL
441	10	DI	2006	DI	10	1	2006	NULL	NULL	NULL	NULL
442	6	DI	2006	DI	6	1	2006	NULL	NULL	NULL	NULL
443	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
444	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
445	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
446	10	DI	1975	DI	10	1	1975	2018	2018-10-04 00:00:00.000	234237	43
446	10	DI	1975	DI	10	1	1975	2016	2016-11-10 00:00:00.000	234238	41
446	10	DI	1975	DI	10	1	1975	2016	2016-10-23 00:00:00.000	234375	41
446	10	DI	1975	DI	10	1	1975	2019	2019-04-02 00:00:00.000	234458	44
446	10	DI	1975	DI	10	1	1975	2014	2014-11-11 00:00:00.000	234543	39
446	10	DI	1975	DI	10	1	1975	2014	2014-10-01 00:00:00.000	234544	39
446	10	DI	1975	DI	10	1	1975	2022	2022-11-22 04:00:00.000	239454	47
446	10	DI	1975	DI	10	1	1975	2019	2019-01-25 00:00:00.000	234545	44
446	10	DI	1975	DI	10	1	1975	2017	2017-10-04 00:00:00.000	234547	42
446	10	DI	1975	DI	10	1	1975	2014	2014-07-22 00:00:00.000	234548	39
448	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
449	2	DI	1978	PVC	2	1	1978	NULL	NULL	NULL	NULL
450	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
451	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
452	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
453	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
454	6	DI	1978	PVC	6	1	1978	NULL	NULL	NULL	NULL
455	6	DI	1978	PVC	6	1	1978	NULL	NULL	NULL	NULL
456	6	CI	1949	CI	6	1	1949	NULL	NULL	NULL	NULL
457	8	CI	1951	CI	8	1	1951	NULL	NULL	NULL	NULL
459	2	GA	1952	GA	2	1	1952	NULL	NULL	NULL	NULL
460	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
461	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
462	8	DI	1979	PVC	8	1	1979	NULL	NULL	NULL	NULL
463	8	DI	1984	DI	8	1	1984	NULL	NULL	NULL	NULL
464	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
465	8	DI	1994	DI	8	1	1994	2014	2014-11-30 00:00:00.000	234439	20
465	8	DI	1994	DI	8	1	1994	2023	2023-04-03 03:30:00.000	239726	29
466	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
467	6	CI	1956	CI	6	1	1956	NULL	NULL	NULL	NULL
468	6	CI	1956	CI	6	1	1956	NULL	NULL	NULL	NULL
469	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
470	2	GA	1965	GA	2	1	1965	NULL	NULL	NULL	NULL
471	2	GA	1967	GA	2	1	1967	NULL	NULL	NULL	NULL
477	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
479	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
480	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
481	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
482	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
483	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
484	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
485	6	CI	1958	DI	6	1	1958	NULL	NULL	NULL	NULL
486	6	DI	2001	DI	6	1	2001	NULL	NULL	NULL	NULL
487	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
488	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
489	8	DI	1965	DI	8	1	UNK	NULL	NULL	NULL	NULL
490	8	CI	1952	CI	8	1	1952	NULL	NULL	NULL	NULL
491	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
494	8	DI	1974	DI	8	1	1974	NULL	NULL	NULL	NULL
495	8	DI	1987	DI	8	1	1987	NULL	NULL	NULL	NULL
496	8	DI	1985	DI	8	1	1985	NULL	NULL	NULL	NULL
497	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
498	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
499	6	CI	1964	CI	6	1	1964	2017	2017-02-06 00:00:00.000	233747	53
502	6	DI	1990	CI	6	1	1990	NULL	NULL	NULL	NULL
503	6	DI	1999	DI	6	1	1999	NULL	NULL	NULL	NULL
504	2	GA	1951	GA	2	1	1951	NULL	NULL	NULL	NULL
505	6	DI	1999	DI	6	1	1999	NULL	NULL	NULL	NULL
506	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
508	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
509	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
510	8	DI	2005	DI	8	1	2005	2020	2020-05-17 12:30:00.000	237267	15
511	24	CI	1956	CI	24	1	1956	NULL	NULL	NULL	NULL
512	6	CI	1956	DI	6	1	1956	NULL	NULL	NULL	NULL
513	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
514	6	DI	1982	CI	6	1	1982	NULL	NULL	NULL	NULL
515	6	DI	1982	CI	6	1	1982	NULL	NULL	NULL	NULL
516	6	CS	1956	CS	6	1	1956	NULL	NULL	NULL	NULL
517	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
518	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
519	8	PVC	1985	PVC	8	1	1985	NULL	NULL	NULL	NULL
520	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
521	8	DI	1973	DI	8	1	1973	NULL	NULL	NULL	NULL
522	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
523	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
524	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
525	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
526	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
527	12	DI	1980	DI	12	1	1980	NULL	NULL	NULL	NULL
528	8	DI	1987	DI	8	1	1987	NULL	NULL	NULL	NULL
530	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
531	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
532	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
533	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
534	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
535	6	DI	1993	CI	6	1	1993	NULL	NULL	NULL	NULL
536	6	DI	1993	CI	6	1	1993	NULL	NULL	NULL	NULL
537	6	DI	1993	CI	6	1	1993	NULL	NULL	NULL	NULL
538	8	DI	1985	DI	8	1	1985	NULL	NULL	NULL	NULL
539	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
540	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
542	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
544	6	CI	1974	CI	6	1	1974	2020	2020-07-28 08:30:00.000	237434	46
547	10	DI	1992	CI	10	1	1992	NULL	NULL	NULL	NULL
548	12	DI	1992	CI	12	1	1992	NULL	NULL	NULL	NULL
549	6	DI	1965	DI	6	1	UNK	NULL	NULL	NULL	NULL
550	12	DI	1983	DI	12	1	1983	NULL	NULL	NULL	NULL
552	8	DI	2004	CI	8	1	2004	NULL	NULL	NULL	NULL
559	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
560	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
561	2	GA	1982	GA	2	1	1982	NULL	NULL	NULL	NULL
562	12	DI	1971	DI	12	1	1971	NULL	NULL	NULL	NULL
563	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
564	12	DI	1980	DI	12	1	1980	NULL	NULL	NULL	NULL
565	8	DI	1994	DI	8	1	1994	2023	2023-10-05 12:00:00.000	240085	29
566	8	DI	1979	PVC	8	1	1979	2014	2014-12-29 00:00:00.000	236473	35
566	8	DI	1979	PVC	8	1	1979	2014	2014-01-09 00:00:00.000	236474	35
567	8	DI	1979	PVC	8	1	1979	NULL	NULL	NULL	NULL
569	6	DI	1993	CI	6	1	1993	NULL	NULL	NULL	NULL
570	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
571	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
572	6	DI	1989	CI	6	1	1989	NULL	NULL	NULL	NULL
573	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
574	6	DI	1985	CI	6	1	1985	NULL	NULL	NULL	NULL
575	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
576	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
577	6	DI	1997	CI	6	1	1997	NULL	NULL	NULL	NULL
578	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
579	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
580	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
581	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
582	6	DI	1991	DI	6	1	1991	NULL	NULL	NULL	NULL
583	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
584	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
585	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
586	6	COP	1930	COP	6	1	UNK	NULL	NULL	NULL	NULL
587	2	DI	1976	PVC	2	1	1976	2022	2022-11-22 09:50:00.000	239463	46
588	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
589	8	DI	1970	DI	8	1	1970	NULL	NULL	NULL	NULL
590	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
591	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
592	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
593	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
599	6	CS	1958	CS	6	1	1958	NULL	NULL	NULL	NULL
600	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
601	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
602	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
603	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
604	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
605	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
606	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
607	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
608	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
609	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
610	8	CI	1972	CI	8	1	1972	2018	2018-11-07 00:00:00.000	234144	46
613	8	DI	1978	PVC	8	1	1978	NULL	NULL	NULL	NULL
614	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
617	12	CI	1963	CI	12	1	1963	NULL	NULL	NULL	NULL
618	12	CI	1970	CI	12	1	1970	NULL	NULL	NULL	NULL
619	12	CI	1960	CI	12	1	1960	2014	2014-08-13 00:00:00.000	233950	54
620	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
621	8	DI	1975	DI	8	1	1975	2017	2017-02-11 00:00:00.000	234163	42
621	8	DI	1975	DI	8	1	1975	2018	2018-11-18 00:00:00.000	234680	43
621	8	DI	1975	DI	8	1	1975	2016	2016-11-11 00:00:00.000	234681	41
621	8	DI	1975	DI	8	1	1975	2018	2018-12-22 00:00:00.000	234682	43
621	8	DI	1975	DI	8	1	1975	2018	2018-04-03 00:00:00.000	234795	43
621	8	DI	1975	DI	8	1	1975	2014	2014-03-25 00:00:00.000	236470	39
622	8	DI	1985	DI	8	1	1985	NULL	NULL	NULL	NULL
623	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
624	6	DI	1965	DI	6	1	UNK	NULL	NULL	NULL	NULL
625	6	CI	1956	DI	6	1	1956	NULL	NULL	NULL	NULL
626	6	CI	1956	DI	6	1	1956	NULL	NULL	NULL	NULL
627	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
628	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
629	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
630	6	DI	1998	CI	6	1	1998	NULL	NULL	NULL	NULL
631	6	DI	1989	CI	6	1	1989	NULL	NULL	NULL	NULL
634	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
635	6	DI	1970	DI	6	1	1970	NULL	NULL	NULL	NULL
636	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
637	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
638	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
639	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
640	6	DI	1970	DI	6	1	1970	NULL	NULL	NULL	NULL
642	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
643	12	CI	1970	CI	12	1	1970	2018	2018-03-18 00:00:00.000	234335	48
643	12	CI	1970	CI	12	1	1970	2018	2018-07-13 00:00:00.000	236501	48
643	12	CI	1970	CI	12	1	1970	2017	2017-03-10 00:00:00.000	236502	47
646	8	DI	1987	DI	8	1	1987	2020	2020-11-03 05:00:00.000	237664	33
647	8	DI	1987	DI	8	1	1987	2021	2021-01-10 04:00:00.000	237842	34
648	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
649	8	CI	1975	CI	8	1	1975	2017	2017-06-07 00:00:00.000	233894	42
649	8	CI	1975	CI	8	1	1975	2020	2020-10-21 08:30:00.000	237626	45
650	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
652	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
653	6	DI	1978	PVC	6	1	1978	NULL	NULL	NULL	NULL
654	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
657	8	DI	1984	DI	8	1	1984	NULL	NULL	NULL	NULL
659	6	CI	1954	CI	6	1	1954	NULL	NULL	NULL	NULL
665	8	DI	1994	DI	8	1	1994	2015	2015-12-10 00:00:00.000	234131	21
666	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
667	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
668	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
669	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
670	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
671	8	CI	1952	CI	8	1	1952	2023	2023-03-17 07:30:00.000	239685	71
672	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
673	8	DI	1981	DI	8	1	1981	NULL	NULL	NULL	NULL
674	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
675	8	DI	1981	DI	8	1	1981	NULL	NULL	NULL	NULL
676	6	DI	1997	DI	6	1	1997	NULL	NULL	NULL	NULL
677	8	DI	1997	CI	8	1	1997	NULL	NULL	NULL	NULL
678	4	DI	1994	DI	4	1	1994	NULL	NULL	NULL	NULL
679	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
680	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
681	6	DI	1996	CI	6	1	1996	NULL	NULL	NULL	NULL
682	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
683	8	AC	1974	AC	8	1	1974	NULL	NULL	NULL	NULL
684	30	CS	1968	CS	30	1	1968	NULL	NULL	NULL	NULL
685	12	CI	1971	CI	12	1	1971	NULL	NULL	NULL	NULL
686	12	CI	1971	CI	12	1	1971	NULL	NULL	NULL	NULL
687	12	DI	1972	DI	12	1	1972	2016	2016-01-20 00:00:00.000	234376	44
687	12	DI	1972	DI	12	1	1972	2022	2022-09-01 07:00:00.000	239217	50
688	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
689	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
690	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
691	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
692	8	CI	1961	CI	8	1	1961	NULL	NULL	NULL	NULL
693	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
694	8	DI	1979	DI	8	1	1979	NULL	NULL	NULL	NULL
695	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
696	8	DI	1974	DI	8	1	1974	NULL	NULL	NULL	NULL
698	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
699	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
700	6	AC	1951	AC	6	1	1951	NULL	NULL	NULL	NULL
701	2	GA	1989	GA	2	1	1989	NULL	NULL	NULL	NULL
702	6	AC	1951	AC	6	1	1951	NULL	NULL	NULL	NULL
703	2	GA	1965	GA	2	1	1965	NULL	NULL	NULL	NULL
704	2	GA	1989	GA	2	1	1989	NULL	NULL	NULL	NULL
705	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
707	2	GA	1947	GA	2	1	PRE1947	2014	2014-01-30 00:00:00.000	236724	67
707	2	GA	1947	GA	2	1	PRE1947	2021	2021-05-17 03:30:00.000	238110	74
707	2	GA	1947	GA	2	1	PRE1947	2021	2021-05-14 09:30:00.000	238113	74
707	2	GA	1947	GA	2	1	PRE1947	2021	2021-12-15 05:00:00.000	238630	74
708	2	GA	1989	GA	2	1	1989	NULL	NULL	NULL	NULL
709	12	DI	1989	DI	12	1	1989	NULL	NULL	NULL	NULL
710	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
711	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
713	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
714	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
715	8	DI	1977	DI	8	1	1977	NULL	NULL	NULL	NULL
717	2	COP	1985	COP	2	1	1985	NULL	NULL	NULL	NULL
721	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
722	8	PVC	1980	PVC	8	1	NULL	NULL	NULL	NULL	NULL
723	8	PVC	1980	PVC	8	1	NULL	NULL	NULL	NULL	NULL
725	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
726	8	CI	1963	CI	8	1	1963	NULL	NULL	NULL	NULL
727	6	CI	1965	CI	6	1	1965	2023	2023-08-08 04:00:00.000	239962	58
728	6	CI	1972	CI	6	1	1972	2014	2014-12-09 00:00:00.000	234003	42
729	6	DI	2004	AC	6	1	2004	NULL	NULL	NULL	NULL
730	8	DI	1984	DI	8	1	1984	NULL	NULL	NULL	NULL
731	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
733	8	DI	1994	DI	8	1	1994	2022	2022-02-15 08:00:00.000	238797	28
734	8	DI	1988	CI	8	1	1988	2018	2018-08-02 00:00:00.000	234143	30
735	12	DI	1965	DI	12	1	UNK	NULL	NULL	NULL	NULL
736	2	GA	1954	GA	2	1	1954	NULL	NULL	NULL	NULL
738	6	DI	1992	CI	6	1	1992	NULL	NULL	NULL	NULL
739	6	DI	1992	CI	6	1	1992	NULL	NULL	NULL	NULL
740	12	CI	1970	CI	12	1	1970	NULL	NULL	NULL	NULL
741	8	DI	1982	DI	8	1	1982	NULL	NULL	NULL	NULL
742	8	CI	1959	CI	8	1	1959	NULL	NULL	NULL	NULL
743	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
747	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
748	8	DI	1977	PVC	8	1	1977	NULL	NULL	NULL	NULL
750	8	DI	1977	PVC	8	1	1977	NULL	NULL	NULL	NULL
751	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
752	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
753	6	CI	1961	CI	6	1	1961	NULL	NULL	NULL	NULL
754	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
756	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
757	6	DI	1968	DI	6	1	1968	NULL	NULL	NULL	NULL
758	6	DI	1968	DI	6	1	1968	NULL	NULL	NULL	NULL
759	6	DI	1968	DI	6	1	1968	NULL	NULL	NULL	NULL
760	6	DI	1968	DI	6	1	1968	NULL	NULL	NULL	NULL
761	6	DI	1967	DI	6	1	1967	NULL	NULL	NULL	NULL
762	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
763	6	DI	1969	DI	6	1	1969	NULL	NULL	NULL	NULL
764	8	DI	1978	PVC	8	1	1978	NULL	NULL	NULL	NULL
766	8	DI	1979	PVC	8	1	1979	2018	2018-04-11 00:00:00.000	236476	39
766	8	DI	1979	PVC	8	1	1979	2020	2020-07-30 07:30:00.000	237439	41
767	6	CI	1978	CI	6	1	1978	NULL	NULL	NULL	NULL
768	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
769	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
772	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
773	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
774	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
775	8	DI	1978	DI	8	1	1978	NULL	NULL	NULL	NULL
776	8	CI	1968	CI	8	1	1968	NULL	NULL	NULL	NULL
777	12	CI	1958	CI	12	1	1958	NULL	NULL	NULL	NULL
778	12	DI	1986	DI	12	1	1986	2021	2021-04-14 04:00:00.000	238052	35
779	10	CI	1969	CI	10	1	1969	2017	2017-05-04 00:00:00.000	233463	48
779	10	CI	1969	CI	10	1	1969	2018	2018-07-22 00:00:00.000	236404	49
779	10	CI	1969	CI	10	1	1969	2021	2021-02-07 05:30:00.000	237893	52
780	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
781	12	CI	1970	CI	12	1	1970	2021	2021-08-25 04:00:00.000	238356	51
781	12	CI	1970	CI	12	1	1970	2022	2022-03-03 12:00:00.000	238827	52
784	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
785	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
786	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
787	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
788	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
789	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
790	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
791	8	DI	1984	DI	8	1	1984	NULL	NULL	NULL	NULL
792	8	CI	1961	CI	8	1	1961	NULL	NULL	NULL	NULL
793	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
794	8	CI	1971	CI	8	1	1971	NULL	NULL	NULL	NULL
795	6	CI	1979	CI	6	1	1979	2021	2021-10-20 12:00:00.000	238504	42
799	8	CI	1971	CI	8	1	1971	NULL	NULL	NULL	NULL
800	8	DI	1982	DI	8	1	1982	NULL	NULL	NULL	NULL
801	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
802	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
803	8	DI	1978	PVC	8	1	1978	NULL	NULL	NULL	NULL
806	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
807	4	DI	2006	DI	4	1	2006	NULL	NULL	NULL	NULL
808	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
809	4	DI	2006	DI	4	1	2006	NULL	NULL	NULL	NULL
812	6	DI	1979	PVC	6	1	1979	NULL	NULL	NULL	NULL
813	6	DI	1970	PVC	6	1	1970	NULL	NULL	NULL	NULL
814	6	DI	1970	PVC	6	1	1970	NULL	NULL	NULL	NULL
815	8	PVC	1993	PVC	8	1	1993	NULL	NULL	NULL	NULL
817	8	DI	1983	CI	8	1	1983	NULL	NULL	NULL	NULL
818	12	CI	1964	CI	12	1	1964	NULL	NULL	NULL	NULL
820	12	CI	1964	CI	12	1	1964	NULL	NULL	NULL	NULL
823	12	DI	1981	DI	12	1	1981	2021	2021-01-09 02:00:00.000	237838	40
823	12	DI	1981	DI	12	1	1981	2021	2021-10-06 10:00:00.000	238471	40
824	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
825	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
827	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
828	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
829	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
830	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
831	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
